id,text,category,topic,emotion,urgency
187,tv sesi yok,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
188,data paketi yetersiz,kurumsal_hizmetler,paket_degisikligi,memnun_degil,orta
189,internet hızından memnunum,sabit_internet,teknik_destek,memnun,dusuk
190,sim kartımı aktaracağım,mobil_hizmetler,cihaz_islemleri,notr,dusuk
191,tv kutusunu iade edeceğim,tv_hizmetleri,iptal_iade,memnun_degil,orta
192,faturamız yüksek,kurumsal_hizmetler,fatura_odeme,memnun_degil,orta
193,internet yok toplantım var,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
194,telefonum çalındı acil,mobil_hizmetler,cihaz_kayip_calinti,memnun_degil,cok_yuksek
195,kanallar donuyor,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
196,hat listesi istiyoruz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
197,fatura ödeme yöntemi,sabit_internet,fatura_odeme,notr,dusuk
198,telefon çekmiyor,mobil_hizmetler,teknik_destek,memnun_degil,yuksek
199,tv görüntüsü çok net,tv_hizmetleri,teknik_destek,memnun,dusuk
200,indirim yapılabilir mi,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
201,wifi şifremi unuttum,sabit_internet,teknik_destek,memnun_degil,dusuk
202,hat taşıma istiyorum,mobil_hizmetler,bilgi_isteme,notr,dusuk
203,tv kutusu değişimi istiyorum,tv_hizmetleri,cihaz_islemleri,memnun_degil,orta
204,fiber altyapı var mı,kurumsal_hizmetler,baglanti_sorunu,notr,orta
205,modem yerini değiştireceğim,sabit_internet,teknik_destek,notr,dusuk
206,tarife değişikliği istiyorum,mobil_hizmetler,paket_degisikligi,notr,dusuk
207,tv kurulumunda sorun var,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
208,internet hızı nasıl artırılır,kurumsal_hizmetler,paket_degisikligi,notr,orta
209,modem çalışmıyor,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
210,telefonum açılmıyor,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
211,tv görüntü kalitesi kötü,tv_hizmetleri,teknik_destek,memnun_degil,orta
212,uygun tarife var mı,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
213,internet çok yavaşladı,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
214,şarj çabuk bitiyor,mobil_hizmetler,cihaz_islemleri,memnun_degil,dusuk
215,tv ses yok görüntü var,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
216,özel paket istiyoruz,kurumsal_hizmetler,paket_degisikligi,notr,orta
217,modem resetleme nasıl yapılır,sabit_internet,teknik_destek,notr,orta
218,faturamda hata var,mobil_hizmetler,fatura_odeme,memnun_degil,orta
219,uydu alıcısı bozuldu,tv_hizmetleri,cihaz_islemleri,memnun_degil,orta
220,yeni hat başvurusu yapacağız,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
221,internet çok yavaş,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
222,ek paket almak istiyorum,mobil_hizmetler,paket_degisikligi,notr,dusuk
223,tv yayını kesildi,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
224,faturamız yanlış,kurumsal_hizmetler,fatura_odeme,memnun_degil,orta
225,internet çok iyi,sabit_internet,teknik_destek,memnun,dusuk
226,arama yapamıyorum,mobil_hizmetler,teknik_destek,memnun_degil,yuksek
227,tv görüntü kalitesi kötü,tv_hizmetleri,teknik_destek,memnun_degil,orta
228,hat iptali yapacağız,kurumsal_hizmetler,iptal_iade,memnun_degil,orta
229,modem arızalı,sabit_internet,cihaz_islemleri,memnun_degil,yuksek
230,telefon garanti kapsamında mı,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
231,tv kutusu açılmıyor,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
232,internet paketi önerir misiniz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
233,internet kesiliyor,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
234,yurtdışı kullanım,mobil_hizmetler,bilgi_isteme,notr,dusuk
235,kanal sıralaması nasıl değişir,tv_hizmetleri,teknik_destek,notr,dusuk
236,toplu hat fiyatı,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
237,fatura yüksek geldi,sabit_internet,fatura_odeme,memnun_degil,orta
238,telefon çalışmıyor,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
239,tv ses ve görüntü uyumsuz,tv_hizmetleri,teknik_destek,memnun_degil,orta
240,internet çok yavaş,kurumsal_hizmetler,baglanti_sorunu,memnun_degil,yuksek
241,interneti iptal edeceğim,sabit_internet,iptal_iade,notr,orta
242,hattımı taşıyacağım,mobil_hizmetler,iptal_iade,memnun_degil,orta
243,tv paketi pahalı,tv_hizmetleri,sikayet,memnun_degil,dusuk
244,internet kesiliyor sürekli,kurumsal_hizmetler,ariza_bildirimi,memnun_degil,yuksek
245,internet yok,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
246,telefonum çalındı,mobil_hizmetler,cihaz_kayip_calinti,memnun_degil,cok_yuksek
247,kumanda çalışmıyor,tv_hizmetleri,cihaz_islemleri,memnun_degil,dusuk
248,fatura adresi değişti,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
249,internet yavaş,sabit_internet,teknik_destek,memnun_degil,yuksek
250,garanti kapsamında mı,mobil_hizmetler,cihaz_islemleri,notr,dusuk
1,modem sürekli bağlantı problemi yaşıyor internet gidip geliyor,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
2,fatura ödeme yöntemi nedir,kategori_belirtilmemis,fatura_odeme,notr,orta
3,tv kanallarım çekmiyor,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
4,şirketimize yeni hatlar açtırmak istiyoruz fiyat alabilir miyiz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
5,telefonum çalındı hattımı kapatın,mobil_hizmetler,cihaz_kayip_calinti,memnun_degil,cok_yuksek
6,paket değişikliği istiyorum,sabit_internet,paket_degisikligi,notr,orta
7,tv aboneliğimi sonlandırmak istiyorum,tv_hizmetleri,iptal_iade,memnun_degil,orta
8,internet kesildi acil,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
9,hatalı fatura,mobil_hizmetler,fatura_odeme,memnun_degil,orta
10,şirket adresimiz değişti bilgilerimizi güncelleyin,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
11,internet çok yavaş online derslerim var acil düzeltilmesi gerekiyor,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
12,sim kart sorunu,mobil_hizmetler,cihaz_islemleri,notr,orta
13,güncel kampanyaları öğrenmek istiyorum,kategori_belirtilmemis,bilgi_isteme,notr,dusuk
14,telefonum kırıldı,mobil_hizmetler,cihaz_islemleri,notr,dusuk
15,tv kutusu bozuldu hiçbir şekilde açılmıyor,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
16,internetimden çok memnunum,sabit_internet,teknik_destek,memnun,dusuk
17,ödeme tarihi,kategori_belirtilmemis,fatura_odeme,notr,orta
18,kurumsal hatları birleştirme,kurumsal_hizmetler,paket_degisikligi,notr,orta
19,televizyon sürekli donuyor sinir bozucu izleyemiyorum,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
20,cep telefonum çalındı acil kapatın,mobil_hizmetler,cihaz_kayip_calinti,memnun_degil,cok_yuksek
21,internet bağlantım kesildi,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
22,faturamı ödedim ama sistemde hala görünüyor,kategori_belirtilmemis,fatura_odeme,notr,orta
23,hizmet kaliteniz çok iyi teşekkürler,kategori_belirtilmemis,bilgi_isteme,memnun,dusuk
24,modem kurulumunda sorun yaşıyorum yardım edin,sabit_internet,teknik_destek,notr,orta
25,kredi kartı bilgilerimi güncellemem gerek,kategori_belirtilmemis,fatura_odeme,memnun_degil,orta
26,şirketimize uygun internet paketi arıyoruz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
27,hattım kopyalandı acil yardım,mobil_hizmetler,cihaz_kayip_calinti,memnun_degil,cok_yuksek
28,internet sürekli kopuyor,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
29,adres değişikliği yapmak istiyorum,sabit_internet,bilgi_isteme,notr,dusuk
30,tv yayını yok,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
31,teşekkürler,kategori_belirtilmemis,bilgi_isteme,memnun,dusuk
32,kurumsal indirim,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
33,modem arızalı değişim gerekiyor,sabit_internet,cihaz_islemleri,memnun_degil,yuksek
34,sorunumu hemen çözdünüz çok memnunum,mobil_hizmetler,teknik_destek,memnun,dusuk
35,yeni tv paketi istiyorum daha fazla kanal olsun,tv_hizmetleri,paket_degisikligi,notr,dusuk
36,şirket adresimiz değişti internetimizi taşımak istiyoruz,kurumsal_hizmetler,baglanti_sorunu,notr,orta
37,telefonumu düşürdüm bozuldu ne yapmalıyım,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
38,internet hızı arttı çok teşekkürler,sabit_internet,paket_degisikligi,memnun,dusuk
39,faturamı sorgulama,kategori_belirtilmemis,fatura_odeme,memnun_degil,orta
40,internet tarifeniz nedir,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
41,internetim kesildi ne zaman düzelir,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
42,yeni tarife,mobil_hizmetler,paket_degisikligi,memnun_degil,orta
43,tv bağlantı problemi yaşıyorum teknik destek gerekiyor,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
44,personel ilgiliydi teşekkürler,kategori_belirtilmemis,bilgi_isteme,memnun,dusuk
45,internet her gün aynı saatte kesiliyor,sabit_internet,sikayet,memnun_degil,yuksek
46,şarj sorunu yaşıyorum,mobil_hizmetler,cihaz_islemleri,memnun_degil,dusuk
47,kumanda çalışmıyor,tv_hizmetleri,cihaz_islemleri,memnun_degil,dusuk
48,kurumsal paket değişimi yapmak istiyoruz daha ekonomik olsun,kurumsal_hizmetler,paket_degisikligi,notr,orta
49,internet hızı mükemmel,sabit_internet,teknik_destek,memnun,dusuk
50,reklam mesajları engelleme,mobil_hizmetler,teknik_destek,notr,dusuk
51,kanallar gitmiş,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
52,internet hızımız yeterli değil çalışanlarımız şikayetçi,kurumsal_hizmetler,paket_degisikligi,memnun_degil,yuksek
53,modem resetleniyor,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
54,hat taşıma,mobil_hizmetler,iptal_iade,memnun_degil,orta
55,tv kutusunu nasıl iade edebilirim,tv_hizmetleri,iptal_iade,notr,dusuk
56,şirketimiz için toplu hat almak istiyoruz fiyat teklifi alabilir miyiz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
57,evde internet yok toplantım var acil,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
58,telefonum kayboldu,mobil_hizmetler,cihaz_kayip_calinti,memnun_degil,cok_yuksek
59,teknisyen bekliyorum,tv_hizmetleri,teknik_destek,notr,orta
60,firma olarak indirim istiyoruz uzun süreli müşteriniziz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
61,paket yavaş,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
62,internet paketim tükendi,mobil_hizmetler,paket_degisikligi,memnun_degil,orta
63,tv yayın kalitesinden memnun değilim görüntü sürekli donuyor,tv_hizmetleri,sikayet,memnun_degil,orta
64,hizmet kalitesi düşük,kurumsal_hizmetler,sikayet,memnun_degil,orta
65,internet iptal,sabit_internet,iptal_iade,notr,orta
66,hat taşıma çok uzun sürdü hala sonuçlanmadı,mobil_hizmetler,bilgi_isteme,memnun_degil,orta
67,tv paketi yenileme işlemi yapmak istiyorum,tv_hizmetleri,paket_degisikligi,notr,dusuk
68,kurumsal kampanya,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
69,internet kesildi acil toplantım var,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
70,telefon alacağım,mobil_hizmetler,cihaz_islemleri,notr,dusuk
71,tv kanalları donma yapıyor sürekli kesiliyor izleyemiyorum,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
72,fatura yüksek,kurumsal_hizmetler,fatura_odeme,memnun_degil,orta
73,modemi kuramadım yardım edin,sabit_internet,teknik_destek,notr,orta
74,hat dondurma,mobil_hizmetler,bilgi_isteme,notr,dusuk
75,tv yayın kalitesi çok iyi,tv_hizmetleri,teknik_destek,memnun,dusuk
76,fiber internet bağlatmak istiyoruz altyapı var mı,kurumsal_hizmetler,baglanti_sorunu,notr,orta
77,modem ışıkları yanıp sönüyor internet bağlantısı yok,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
78,arama yapamıyorum çok önemli bir görüşmem vardı,mobil_hizmetler,ariza_bildirimi,memnun_degil,yuksek
79,kumanda kayboldu,tv_hizmetleri,cihaz_islemleri,notr,dusuk
80,kurumsal hatlarımız aktif oldu teşekkürler,kurumsal_hizmetler,bilgi_isteme,memnun,dusuk
81,internet kesildi,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
82,telefonum açılmıyor tamamen kapandı,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
83,tv açılmıyor siyah ekran var,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
84,internet hızımızı artırmak istiyoruz nasıl yapabiliriz,kurumsal_hizmetler,paket_degisikligi,notr,orta
85,wifi şifresini unuttum nasıl öğrenebilirim,sabit_internet,teknik_destek,memnun_degil,orta
86,faturamı nasıl ödeyebilirim,kategori_belirtilmemis,fatura_odeme,notr,dusuk
87,tv paketimi yükseltmek istiyorum,tv_hizmetleri,paket_degisikligi,notr,dusuk
88,indirimli paket seçenekleriniz var mı,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
89,internet adres değişikliği yapmak istiyorum taşınıyorum,sabit_internet,bilgi_isteme,notr,dusuk
90,ekranı kırıldı,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
91,tv kanallarının hiçbiri çalışmıyor yardım edin,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
92,yeni hat başvurusu yapmak istiyoruz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
93,internet yavaşlığından şikayetçiyim sözleşmede yazandan daha düşük hız alıyorum,sabit_internet,sikayet,memnun_degil,yuksek
94,hattımı kapatmak istiyorum,mobil_hizmetler,iptal_iade,notr,orta
95,tv paketimi iptal edeceğim kullanmıyorum artık,tv_hizmetleri,iptal_iade,notr,dusuk
96,hat listesi istiyoruz şirketimize kayıtlı tüm hatları görmek istiyoruz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
97,internet bağlantısı yok acil çözüm bekliyorum,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
98,telefonum şarj olmuyor,mobil_hizmetler,cihaz_islemleri,memnun_degil,dusuk
99,kanal sayısı az,tv_hizmetleri,sikayet,memnun_degil,orta
100,ek data paketi istiyoruz şirket olarak ihtiyacımız var,kurumsal_hizmetler,paket_degisikligi,notr,orta
101,modem reset işlemi yapmama rağmen internet yok,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
102,telefonum çalındı,mobil_hizmetler,cihaz_kayip_calinti,memnun_degil,cok_yuksek
103,tv altyazıları açılmıyor nasıl ayarlanır,tv_hizmetleri,teknik_destek,notr,dusuk
104,fiber internet altyapısı var mı adresimizde,kurumsal_hizmetler,baglanti_sorunu,notr,orta
105,fatura sorgulama yapmak istiyorum,sabit_internet,fatura_odeme,notr,dusuk
106,sim kart arızalı,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
107,tv kumandası bozuldu,tv_hizmetleri,cihaz_islemleri,memnun_degil,dusuk
108,internet hatlarımızı taşımak istiyoruz,kurumsal_hizmetler,baglanti_sorunu,notr,orta
109,internet taşıma işlemi yapmak istiyorum,sabit_internet,bilgi_isteme,notr,dusuk
110,telefonum suya düştü çalışmıyor ne yapmalıyım,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
111,tv yayın kalitesi çok iyi teşekkürler,tv_hizmetleri,teknik_destek,memnun,dusuk
112,daha uygun fiyatlı bir internet paketi istiyoruz çok pahalı geliyor,kurumsal_hizmetler,paket_degisikligi,memnun_degil,orta
113,internet hızım düştü,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
114,ödemeyi geciktirdim,kategori_belirtilmemis,fatura_odeme,notr,orta
115,tv kutum arızalı hiçbir şekilde açılmıyor,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
116,hat listemizi görmek istiyoruz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
117,internet yok acil,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
118,telefondan arama yapamıyorum,mobil_hizmetler,teknik_destek,memnun_degil,yuksek
119,tv kanalları donuyor sürekli kesiliyor,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
120,şirketimiz için toplu hat almak istiyoruz teklif alabilir miyiz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
121,modem sürekli resetleniyor kendiliğinden kapanıp açılıyor,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
122,hat taşıma işlemi ne kadar sürer,mobil_hizmetler,bilgi_isteme,notr,orta
123,teknik servis gelmedi,tv_hizmetleri,teknik_destek,memnun_degil,orta
124,kurumsal tv paketi istiyoruz,kurumsal_hizmetler,paket_degisikligi,notr,dusuk
125,internetim çok yavaş,sabit_internet,sikayet,memnun_degil,yuksek
126,telefon şebekesi çekmiyor,mobil_hizmetler,teknik_destek,memnun_degil,yuksek
127,tv kanallarım yok oldu,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
128,fatura bilgilerimizi günceller misiniz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
129,daha hızlı bir internet paketi istiyorum,sabit_internet,paket_degisikligi,notr,orta
130,telefon ekran değişimi ne kadar,mobil_hizmetler,cihaz_islemleri,notr,dusuk
131,tv ses yok görüntü var,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
132,faturamız neden yüksek geldi kontrol eder misiniz,kurumsal_hizmetler,fatura_odeme,memnun_degil,orta
133,internet hızı neden düştü,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
134,telefonum kayboldu hattımı kapatın,mobil_hizmetler,cihaz_kayip_calinti,memnun_degil,cok_yuksek
135,tv kumandası istiyorum,tv_hizmetleri,cihaz_islemleri,notr,dusuk
136,yeni hat açmak istiyoruz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
137,internet yok modem ışığı yanmıyor,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
138,sim kartım kayboldu,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
139,ekonomik tv paketi var mı,tv_hizmetleri,paket_degisikligi,notr,dusuk
140,hattımızı taşıyoruz başka operatöre geçeceğiz,kurumsal_hizmetler,iptal_iade,memnun_degil,orta
141,internetim kesildi iş görüşmem vardı iptal etmek zorunda kaldım,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
142,hattımı iptal etmek istiyorum nasıl yapabilirim,mobil_hizmetler,iptal_iade,memnun_degil,orta
143,tv yayını kesiliyor sürekli donma yapıyor,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
144,en uygun internet paketi hangisi,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
145,modem şifresi unuttum,sabit_internet,teknik_destek,memnun_degil,orta
146,ödeme yaptım hala borç görünüyor,kategori_belirtilmemis,fatura_odeme,memnun_degil,orta
147,televizyon çalışmıyor,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
148,faturamızda hata var fazla tutar yansımış,kurumsal_hizmetler,fatura_odeme,memnun_degil,orta
149,internet modem ışıkları yanıp sönüyor,sabit_internet,teknik_destek,memnun_degil,yuksek
150,mesaj gönderemiyorum,mobil_hizmetler,teknik_destek,memnun_degil,orta
151,televizyonum bozuldu,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
152,toplu sms paketi almak istiyoruz,kurumsal_hizmetler,paket_degisikligi,notr,dusuk
153,hız testi yapmak istiyorum,sabit_internet,teknik_destek,notr,dusuk
154,telefonum çalındı acil,mobil_hizmetler,cihaz_kayip_calinti,memnun_degil,cok_yuksek
155,kanalların sırası değişmiş,tv_hizmetleri,teknik_destek,memnun_degil,dusuk
156,tek fatura istiyoruz tüm hatlarımız için,kurumsal_hizmetler,fatura_odeme,notr,orta
157,internet çok iyi teşekkürler,sabit_internet,teknik_destek,memnun,dusuk
158,hat taşıma iptal,mobil_hizmetler,iptal_iade,memnun_degil,orta
159,kumanda arızalı,tv_hizmetleri,cihaz_islemleri,memnun_degil,dusuk
160,internet hızı artırma,kurumsal_hizmetler,paket_degisikligi,memnun_degil,orta
161,internet kesintisi var evden çalışıyorum acil,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
162,telefon mesaj engelleme,mobil_hizmetler,teknik_destek,memnun_degil,dusuk
163,tv kanalları gitmiş yarısı yok olmuş,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
164,hizmet kalitesi düştü,kurumsal_hizmetler,sikayet,memnun_degil,orta
165,modem ışığı yanmıyor internet yok,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
166,tarife değişikliği,mobil_hizmetler,paket_degisikligi,notr,dusuk
167,tv kanalları yok,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
168,internet taşınması,kurumsal_hizmetler,baglanti_sorunu,notr,orta
169,internet yavaşladı film bile açamıyorum,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
170,fatura ödeme yapacağım,mobil_hizmetler,fatura_odeme,notr,dusuk
171,tv görüntüsü kötü,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
172,daha ucuz paket istiyoruz,kurumsal_hizmetler,paket_degisikligi,memnun_degil,orta
173,modem arızalandı internet yok,sabit_internet,cihaz_islemleri,memnun_degil,yuksek
174,sim kart tanımıyor,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
175,tv paketi iptal,tv_hizmetleri,iptal_iade,memnun_degil,dusuk
176,internet paketi yetersiz,kurumsal_hizmetler,paket_degisikligi,memnun_degil,orta
177,bağlantı kesiliyor,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
178,telefon çekmiyor,mobil_hizmetler,teknik_destek,memnun_degil,yuksek
179,tv yayını kesiliyor sürekli,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
180,hat dökümü istiyoruz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
181,modem kurulumu nasıl yapılır detaylı anlatır mısınız,sabit_internet,teknik_destek,notr,orta
182,faturamda hatalı ücretlendirme var,mobil_hizmetler,fatura_odeme,memnun_degil,orta
183,tv kumandası çalışmıyor,tv_hizmetleri,cihaz_islemleri,memnun_degil,dusuk
184,paket yetersiz,kurumsal_hizmetler,paket_degisikligi,memnun_degil,orta
185,internet akşam saatlerinde çok yavaşlıyor,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
186,yurtdışında hat kullanımı,mobil_hizmetler,bilgi_isteme,notr,dusuk
187,tv sesini duymuyorum,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
188,data paketimizi artırmak istiyoruz,kurumsal_hizmetler,paket_degisikligi,memnun_degil,orta
189,internet hızı iyi,sabit_internet,teknik_destek,memnun,dusuk
190,sim kartımı yeni telefona taşıyacağım nasıl yapabilirim,mobil_hizmetler,cihaz_islemleri,notr,dusuk
191,tv kutusunu iade edeceğim nereye getirebilirim,tv_hizmetleri,iptal_iade,memnun_degil,orta
192,yüksek fatura,kurumsal_hizmetler,fatura_odeme,memnun_degil,orta
193,internet kesintisi var çok önemli bir toplantım var,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
194,telefonum çalındı içinde tüm banka hesaplarım var,mobil_hizmetler,cihaz_kayip_calinti,memnun_degil,cok_yuksek
195,tv kanalları izlerken donuyor,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
196,tüm hatlarımızın listesini istiyoruz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
197,fatura ödeme,sabit_internet,fatura_odeme,notr,dusuk
198,telefonum çekmiyor,mobil_hizmetler,teknik_destek,memnun_degil,yuksek
199,tv görüntüsü mükemmel,tv_hizmetleri,teknik_destek,memnun,dusuk
200,indirimli kampanya,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
201,wifi şifresi unuttum,sabit_internet,teknik_destek,memnun_degil,dusuk
202,hat taşıma işlemi nasıl yapılır,mobil_hizmetler,bilgi_isteme,notr,dusuk
203,tv kutusu değişmeli,tv_hizmetleri,cihaz_islemleri,memnun_degil,orta
204,fiber altyapısı var mı,kurumsal_hizmetler,baglanti_sorunu,notr,orta
205,modemi başka yere taşıyacağım,sabit_internet,teknik_destek,notr,dusuk
206,tarife değişimi,mobil_hizmetler,paket_degisikligi,notr,dusuk
207,tv kurulumu yapamıyorum,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
208,internet hızını nasıl artırabilirim,kurumsal_hizmetler,paket_degisikligi,notr,orta
209,modem bozuk,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
210,telefonum açılmıyor,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
211,tv kalitesi düşük,tv_hizmetleri,teknik_destek,memnun_degil,orta
212,uygun tarife arıyoruz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
213,internet bağlantısı çok yavaş,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
214,şarj sorunu,mobil_hizmetler,cihaz_islemleri,memnun_degil,dusuk
215,tv sesi yok,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
216,özel paket,kurumsal_hizmetler,paket_degisikligi,notr,orta
217,modem reset,sabit_internet,teknik_destek,notr,orta
218,fatura hatası,mobil_hizmetler,fatura_odeme,memnun_degil,orta
219,uydu alıcısı bozuldu yeni bir tane gönderebilir misiniz,tv_hizmetleri,cihaz_islemleri,memnun_degil,orta
220,yeni hat istiyoruz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
221,internet açılmıyor,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
222,paket almak istiyorum,mobil_hizmetler,paket_degisikligi,notr,dusuk
223,tv kanallarım gitmiş yardım edin,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
224,fatura yanlış,kurumsal_hizmetler,fatura_odeme,memnun_degil,orta
225,internetimden memnunum,sabit_internet,teknik_destek,memnun,dusuk
226,arama yapamıyorum,mobil_hizmetler,teknik_destek,memnun_degil,yuksek
227,tv görüntüsü bulanık,tv_hizmetleri,teknik_destek,memnun_degil,orta
228,hat iptali yapacağız,kurumsal_hizmetler,iptal_iade,memnun_degil,orta
229,modem çalışmıyor,sabit_internet,cihaz_islemleri,memnun_degil,yuksek
230,telefonum garanti kapsamında mı,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
231,tv açılmıyor,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
232,internet önerisi,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
233,internet bağlantım sürekli kesiliyor,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
234,yurtdışında kullanım,mobil_hizmetler,bilgi_isteme,notr,dusuk
235,kanal sıralaması değiştirme,tv_hizmetleri,teknik_destek,notr,dusuk
236,toplu hat fiyatı öğrenmek istiyoruz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
237,faturamız yüksek geldi geçen ayın iki katı,sabit_internet,fatura_odeme,memnun_degil,orta
238,telefon bozuldu,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
239,tv sesle görüntü uyumsuz,tv_hizmetleri,teknik_destek,memnun_degil,orta
240,kurumsal müşteriyiz internet yavaşlığından memnun değiliz,kurumsal_hizmetler,baglanti_sorunu,memnun_degil,yuksek
241,internet iptal işlemi,sabit_internet,iptal_iade,notr,orta
